,tag,text
31705,pos,"just the idea of a witch heroine may scare away some audiences , but no mention is made of the occult , and the subject is dealt with harmlessly throughout the movie : kiki's mother acts as a village doctor , and kiki is able to do no more than fly on a broom ."
2631,pos,"duchovny , who is excellent at understatement and self-deprecation as an actor showcases his considerable comedic talent on screen ."
4005,pos,"andrew lloyd webber's musicals , preferably his early work with lyricist tim rice , present a musical which is totally unlike any musical before its time ."
8552,pos,anything that resembles bananas and two balls of icecream .
18536,pos,"written , directed and produced by scott mcgehee and david siegel ( "" suture "" ) , "" the deep end "" is based on elisabeth sanxay holding's 1940's novel , "" the blank wall , "" which was also the source of the 1949 film , "" the reckless moment . """
18555,pos,warning ! : may contain some mild spoilers and offensive material .
21433,pos,one was _gattaca_ .
24030,pos,""" it's good-bye for a little while , "" a less than confident father tells his little girl since it was indeed women and children first ."
27498,pos,""" sometimes the 'green mile' seems sooooo long . """
23660,pos,act like a baby .
289,pos,"there is a transmitter in every key , so that sinclair and his cronies can keep track of who is ahead ."
3298,pos,"at one point they run into each other and a great chase ensues , but richard is just too smart for them ."
17208,pos,"expecting to see a lot of one favorite actor is bound to be disappointed -- with few exceptions , these characters are dispatched as the film progresses ."
19174,pos,"i also try to recommend films like this : ones that have not been seen by many people , but should ."
14038,pos,"there is no sense of stability , but of constant , anxious , and confusing motion , giving us the feeling of being in the middle of the battle , and just a vulnerable as the poor troops ."
10551,pos,"and , while there's plenty of horror to go around in scream 2 , the latest '90s slasher flick incarnation , there are also a few laughs to be had ."
23421,pos,"secondly , if you are not in the mood to see a very depressing film , don't see it ."
30580,pos,"of course , you all know the story ."
5361,pos,this contrast demonstrates a wish for change .
25548,pos,"it is the story of ? strangers ? , aliens from another planet ( and we know they ? re aliens because they shave their heads and wear overcoats ? one of the detractions of the film ) who experiment on humans to discover what makes them live , what makes up our ? soul ? ."
13046,pos,"ranging from the silly to the sublime , each segment is preceded by a short , humorous introduction or interstitial by a guest celebrity host , steve martin ( bowfinger ) being the first and most effective ."
25170,pos,"taran , eilonwy , and fflewdurr manage to escape from the horned king's castle just as it self-destructs ."
6784,pos,"brian haley has a great scene with a gorilla , while joe pantolianto plays curly to mantegna's moe ."
25090,pos,a good job all around .
32387,pos,"if you are confused by something , do not worry because it will all become clear later on but , and i cannot stress this enough , pay attention ! ! !"
23085,pos,"the producers tried very hard to add more complexity to his character , but it just never quite got off the ground ."
19740,pos,"at the end of the situation marty has changed the course of history for the better , and it seems like everything's copasetic right ?"
24816,pos,"now adults , brian ( edward norton ) and jacob ( ben stiller ) hold similar but contrastive jobs ."
9540,pos,"ten years later , soviets have launched "" sputnik "" marking the beginning of the space age ."
17314,pos,"before even seeing a single frame of the film , it would be easy to snicker at deep impact , in which a comet on a collision course with earth threatens the existence of all life on the planet ."
29597,pos,"played with magnificent bombast by mr . downey jr . , blake is a cad , all right , but a captivatingly dynamic , blusterous , and stealthy piece of work that bursts onto the scene and raises the stakes to new heights ."
29048,pos,"close to home in his native new york , he co-owns both a bar called the whiskey and a swanky uptown eatery called the falls ."
16311,pos,"all i want to do is to get to the office without having to step over the debris of our decaying society ! """
7767,pos,"she immediately quits her job , and signs on with pfcs , which stands for post-forensic cleaning service ."
21535,pos,"haley joel osment shines as nine year old cole , showing patience in his character that few young actors these days can pull off ."
13766,pos,"of course , the big question becomes "" who gets to ride it ? """
